,item,pos,PosScore,NegScore,total_score
2123,coupon,n,0.125,-0.0,0.125
2124,crasher,n,0.0,-0.5,-0.5
2125,creep,a,0.0,-0.5,-0.5
2126,creepy,a,0.0,-0.5,-0.5
2127,cringe,a,0.0,-0.375,-0.375
2128,cringe,a,0.125,-0.375,-0.25
2129,cute,a,0.625,0.0,0.625
2130,damenhaft,a,0.75,-0.0,0.75
2131,dämmerung,v,0.062,-0.062,0.0
2132,dämon,n,0.444,-0.556,-0.11199999999999999
2133,dämonisch,a,0.172,-0.5,-0.32799999999999996
2134,dämonisierung,n,0.0,-0.562,-0.562
2135,dämpfe,n,0.062,-0.25,-0.188
2136,dämpfen,r,0.0,-0.125,-0.125
2137,dämpfer,n,0.0,-0.375,-0.375
2138,dampfig,a,0.0,-0.5,-0.5
2139,dämpfung,n,0.0,-0.188,-0.188
2140,dankbar,a,0.406,-0.23399999999999999,0.172
2141,dankbarkeit,n,0.5,-0.25,0.25
2142,danke,slang,0.125,0.0,0.125
2143,danken,v,0.125,-0.0,0.125
2144,dankeschön,r,0.125,-0.0,0.125
2145,darmlosigkeit,n,0.0,-0.5,-0.5
2146,darstellbar,a,0.125,-0.0,0.125
2147,darstellung,n,0.125,-0.0,0.125
2148,dauerhaft,a,0.094,-0.21899999999999997,-0.125
2149,dauerhaftigkeit,n,0.125,-0.0,0.125
2150,davonschleichen,v,0.0,-0.125,-0.125
2151,dazugewinnen,v,0.406,-0.0,0.406
2152,deaktivieren,v,0.015,-0.312,-0.297
2153,deaktiviert,a,0.0,-0.625,-0.625
2154,debakel,n,0.0,-0.375,-0.375
2155,debatte,v,0.0,-0.125,-0.125
2156,defekt,r,0.083,-0.21899999999999997,-0.135
2157,defensiv,r,0.125,-0.0,0.125
2158,defensive,a,0.125,-0.0,0.125
2159,definierbar,a,0.5,-0.0,0.5
2160,definieren,v,0.43799999999999994,-0.062,0.375
2161,definiert,a,0.625,-0.125,0.5
2162,definition,n,0.125,-0.0,0.125
2163,definitiv,a,0.25,-0.0,0.25
2164,deformiert,a,0.25,-0.375,-0.125
2165,deformität,n,0.25,-0.5,-0.25
2166,degeneration,n,0.375,-0.625,-0.25
2167,degenerativ,a,0.0,-0.375,-0.375
2168,degenerieren,v,0.16699999999999998,-0.292,-0.125
2169,degradieren,v,0.031,-0.312,-0.282
2170,degradiert,a,0.188,-0.375,-0.188
2171,degradierung,n,0.0,-0.125,-0.125
2172,degustation,n,0.0,-0.125,-0.125
2173,dehydration,n,0.0,-0.125,-0.125
2174,dehydriert,a,0.0,-0.125,-0.125
2175,deichseln,v,0.0,-0.375,-0.375
2176,dekadent,n,0.5,-0.375,0.125
2177,dekadenz,n,0.5,-0.125,0.375
2178,deklamation,n,0.0,-0.375,-0.375
2179,dekodierung,n,0.125,-0.0,0.125
2180,dekollete,n,0.062,-0.062,0.0
2181,dekomprimieren,v,0.0,-0.125,-0.125
2182,dekontamination,n,0.0,-0.125,-0.125
2183,dekontaminieren,v,0.125,-0.0,0.125
2184,dekorativ,r,0.43799999999999994,0.0,0.43799999999999994
2185,delhi kochen,n,0.0,-0.5,-0.5
2186,delikatesse,n,0.45,-0.175,0.275
2187,delle,n,0.0,-0.125,-0.125
2188,demenz,n,0.0,-0.375,-0.375
2189,demimonde,n,0.0,-0.625,-0.625
2190,demokratisch,a,0.375,-0.125,0.25
2191,demonstration,n,0.25,-0.0,0.25
2192,demonstrativ,r,0.125,-0.0,0.125
2193,demonstrativität,n,0.25,-0.25,0.0
2194,demoralisieren,v,0.0,-0.354,-0.354
2195,demoralisierend,a,0.0,-0.625,-0.625
2196,demoralisiert,a,0.0,-0.125,-0.125
2197,demoralisierung,n,0.125,-0.20800000000000002,-0.083
2198,demulzent,n,0.0,-0.125,-0.125
2199,demurrer,n,0.0,-0.125,-0.125
2200,demut,n,0.22899999999999998,-0.667,-0.43799999999999994
2201,demütig,r,0.312,-0.0,0.312
2202,demütigen,v,0.0,-0.625,-0.625
2203,demütigend,a,0.0,-0.625,-0.625
2204,demütigung,n,0.0,-0.625,-0.625
2205,denaturalisieren,v,0.0,-0.125,-0.125
2206,denaturieren,v,0.0,-0.125,-0.125
2207,denaturiert,a,0.375,-0.375,0.0
2208,dengue-fieber,n,0.0,-0.25,-0.25
2209,denigratory,a,0.0,-0.875,-0.875
2210,denkbar,a,0.5,-0.0,0.5
2211,denkbarkeit,n,0.125,0.0,0.125
2212,denken,n,0.188,-0.0,0.188
2213,denker,n,0.5,-0.0,0.5
2214,denkprozess,n,0.125,-0.0,0.125
2215,denkwürdig,r,0.125,-0.0,0.125
2216,depersonalisierung,n,0.25,-0.25,0.0
2217,depigmentierung,n,0.0,-0.625,-0.625
2218,deportieren,v,0.125,-0.0,0.125
2219,depression,n,0.025,-0.325,-0.3
2220,depressiv,n,0.0,-0.625,-0.625
2221,depressive fraktur,n,0.0,-0.125,-0.125
2222,deprimierend,r,0.062,-0.5,-0.43799999999999994
2223,deprimiert,a,0.042,-0.45799999999999996,-0.41700000000000004
2224,deputieren,v,0.0,-0.25,-0.25
2225,der ekel,v,0.16699999999999998,-0.375,-0.20800000000000002
2226,derbheit,n,0.125,-0.625,-0.5
2227,derivat,n,0.062,-0.188,-0.125
2228,dermatitis,n,0.0,-0.5,-0.5
2229,dermatophytose,n,0.0,-0.125,-0.125
2230,dermatose,n,0.0,-0.375,-0.375
2231,dermatosklerose,n,0.0,-0.125,-0.125
2232,descurainia pinnata,n,0.0,-0.125,-0.125
2233,desensibilisieren,v,0.0,-0.5,-0.5
2234,desensibilisierend,a,0.0,-0.5,-0.5
2235,desensibilisierungstechnik,n,0.125,0.0,0.125
2236,desensibilisierungsverfahren,n,0.125,0.0,0.125
2237,desexualisieren,v,0.0,-0.25,-0.25
2238,design,n,0.375,-0.0,0.375
2239,desillusionierend,a,0.125,-0.5,-0.375
2240,desillusioniert,a,0.5,-0.375,0.125
2241,desinfektion,n,0.0,-0.75,-0.75
2242,desinfizieren,v,0.0,-0.125,-0.125
2243,desinteresse,n,0.25,-0.25,0.0
2244,desinteressiert,r,0.0,-0.5,-0.5
2245,deskriptivismus,n,0.0,-0.125,-0.125
2246,deslogistisch,a,0.0,-0.625,-0.625
2247,desorganisation,n,0.0,-0.625,-0.625
2248,desorientieren,v,0.0,-0.25,-0.25
2249,desorientiert,a,0.0,-0.375,-0.375
2250,despotismus,n,0.0,-0.375,-0.375
2251,destabilisieren,v,0.0,-0.25,-0.25
2252,destillieren,v,0.0,-0.125,-0.125
2253,destruktiv,r,0.0,-0.375,-0.375
2254,destruktivität,n,0.0,-0.625,-0.625
2255,detail,n,0.125,-0.0,0.125
2256,detailliert,a,0.5,-0.0,0.5
2257,detektiv,n,0.125,-0.125,0.0
2258,determinismus,n,0.125,-0.0,0.125
2259,detritus,n,0.0,-0.375,-0.375
2260,deuteranopie,n,0.0,-0.625,-0.625
2261,deuteranopisch,a,0.0,-0.5,-0.5
2262,deutlich,r,0.23399999999999999,-0.068,0.16699999999999998
2263,deutlichkeit,n,0.33299999999999996,-0.16699999999999998,0.16699999999999998
2264,diabetiker,a,0.0,-0.542,-0.542
2265,diabolisch,a,0.125,-0.812,-0.688
2266,diabolisieren,v,0.125,-0.125,0.0
2267,diabolist,n,0.125,-0.75,-0.625
2268,diacetylmorphin,n,0.0,-0.125,-0.125
2269,diagnostizieren,v,0.5,-0.0,0.5
2270,diagonale,n,0.0,-0.5,-0.5
2271,diagrammlos,a,0.0,-0.5,-0.5
2272,diakon,n,0.0,-0.125,-0.125
2273,diastase,n,0.0,-0.25,-0.25
2274,diazoxid,n,0.0,-0.5,-0.5
2275,dichtesten,a,0.0,-0.25,-0.45
2276,dichtheit,n,0.125,-0.125,0.0
2277,dick,r,0.062,-0.25,-0.188
2278,dickensian,a,0.0,-0.625,-0.625
2279,dickkopf,n,0.0,-0.75,-0.75
2280,dickköpfig,a,0.0,-0.375,-0.375
2281,dicksten,a,0.125,-0.25,-0.125
2282,diddley,n,0.125,-0.125,0.0
2283,diddly,n,0.125,-0.125,0.0
2284,diddly-squat,n,0.125,-0.125,0.0
2285,diddlyshit,n,0.125,-0.125,0.0
2286,diddlysquat,n,0.125,-0.125,0.0
2287,die fassung verlieren,v,0.0,-0.25,-0.25
2288,die fehlersuche,a,0.042,-0.33299999999999996,-0.292
2289,dieb,n,0.0,-0.125,-0.125
2290,diebisch,a,0.0,-0.25,-0.25
2291,diebstahl,n,0.0,-0.406,-0.406
2292,diener,n,0.062,-0.188,-0.125
2293,diffamierung,n,0.25,-0.375,-0.125
2294,differenzialdiagnose,n,0.25,-0.25,0.0
2295,differenzierbar,a,0.75,-0.0,0.75
2296,diffundieren,a,0.0,-0.125,-0.125
2297,diffus,v,0.031,-0.375,-0.344
2298,diffusiv,a,0.0,-0.125,-0.125
2299,diktatorisch,r,0.0,-0.25,-0.25
2300,diktatur,n,0.0,-0.5,-0.5
2301,diktion,n,0.125,-0.0,0.125
2302,dilantin,n,0.0,-0.5,-0.5
2303,dilaudid,n,0.0,-0.625,-0.625
2304,dilemma,n,0.0,-0.43799999999999994,-0.43799999999999994
2305,dilettantisch,r,0.0,-0.125,-0.125
2306,dilettantismus,n,0.125,-0.25,-0.125
2307,dimorph,a,0.0,-0.125,-0.125
2308,dingamabob,n,0.125,-0.125,0.0
2309,dingenskirchen,n,0.125,-0.125,0.0
2310,dingsbums,n,0.125,-0.125,0.0
2311,dioscorea paniculata,n,0.0,-0.5,-0.5
2312,diphenylhydantoin,n,0.0,-0.5,-0.5
2313,diplococcus pneumoniae,n,0.0,-0.625,-0.625
2314,diplomatie,n,0.125,-0.0,0.125
2315,diplomatisch,r,0.125,-0.0,0.125
2316,dipsomanie,n,0.125,-0.125,0.0
2317,direkt,r,0.16699999999999998,-0.188,-0.021
2318,direkter kontrast,n,0.125,-0.125,0.0
2319,direktheit,n,0.375,-0.062,0.312
2320,discombobuliert,a,0.125,-0.25,-0.125
2321,discommode,v,0.0,-0.875,-0.875
2322,disharmonie,n,0.125,-0.5,-0.375
2323,disharmonisch,a,0.25,-0.25,0.0
2324,disharmonisieren,v,0.0,-0.25,-0.25
2325,disjunkt,v,0.09300000000000001,-0.281,-0.188
2326,disjunktheit,n,0.0,-0.25,-0.25
2327,disjunktiv,a,0.0,-0.125,-0.125
2328,diskontinuierlich,a,0.125,-0.5,-0.375
2329,diskontinuität,n,0.0,-0.125,-0.125
2330,diskorporieren,a,0.0,-0.75,-0.75
2331,diskreditierbar,a,0.25,-0.625,-0.375
2332,diskreditieren,v,0.156,-0.43799999999999994,-0.281
2333,diskreditiert,a,0.188,-0.5,-0.312
2334,diskrepant,a,0.0,-0.792,-0.792
2335,diskrepanz,n,0.0,-0.156,-0.156
2336,diskret,a,0.5,-0.083,0.41700000000000004
2337,diskretion,n,0.146,-0.198,-0.052000000000000005
2338,diskriminieren,v,0.0,-0.25,-0.25
2339,diskriminierend,a,0.083,-0.25,-0.16699999999999998
2340,diskriminierung,n,0.0,-0.25,-0.25
2341,dispersiv,a,0.0,-0.125,-0.125
2342,disponibilität,n,0.5,-0.125,0.375
2343,disqualifikation,n,0.0,-0.25,-0.25
2344,disqualifizieren,v,0.062,-0.312,-0.25
2345,disqualifiziert,a,0.0,-0.375,-0.375
2346,disseminierte multiple sklerose,n,0.0,-0.125,-0.125
2347,disseminierte sklerose,n,0.0,-0.125,-0.125
2348,dissens,v,0.16699999999999998,-0.20800000000000002,-0.042
2349,dissident,a,0.312,-0.375,-0.062
2350,dissimilation,n,0.0,-0.125,-0.125
2351,dissimulativ,a,0.0,-0.625,-0.625
2352,dissonanz,n,0.20800000000000002,-0.25,-0.042
2353,dissonieren,v,0.0,-0.43799999999999994,-0.43799999999999994
2354,dissoziation,n,0.0,-0.25,-0.25
2355,dissoziativ,a,0.125,-0.25,-0.125
2356,dissoziative störung,n,0.0,-0.125,-0.125
2357,distale muskeldystrophie,n,0.0,-0.125,-0.125
2358,distanzieren,v,0.0,-0.25,-0.25
2359,distanziert,r,0.0,-0.25,-0.25
2360,distomatose,n,0.0,-0.5,-0.5
2361,disyllabisch,a,0.25,-0.25,0.0
2362,disziplin,n,0.083,-0.083,0.0
2363,diszipliniert,a,0.25,-0.125,0.125
2364,disziplinlosigkeit,n,0.0,-0.375,-0.375
2365,divergieren,v,0.062,-0.25,-0.188
2366,divergierend,a,0.0,-0.125,-0.125
2367,divergierender strabismus,n,0.0,-0.125,-0.125
2368,divertikulitis,n,0.0,-0.875,-0.875
2369,dodger,n,0.0,-0.375,-0.375
2370,doggerel,n,0.25,-0.25,0.0
2371,doggerel vers,n,0.25,-0.25,0.0
2372,dogmatiker,n,0.0,-0.375,-0.375
2373,dogmatismus,n,0.125,-0.375,-0.25
2374,doktrinär,n,0.0,-0.5,-0.5
2375,dokumentarfilm,a,0.375,-0.375,0.0
2376,dolchartig,a,0.0,-0.125,-0.125
2377,dolorös,a,0.25,-0.625,-0.375
2378,domestizieren,v,0.188,-0.062,0.125
2379,domestizierung,n,0.125,-0.0,0.125
2380,dominant,a,0.0,-0.375,-0.375
2381,dominanz,n,0.125,-0.25,-0.125
2382,dominierend,a,0.125,-0.083,0.042
2383,don quijote,n,0.125,-0.125,0.0
2384,donner,a,0.062,-0.25,-0.188
2385,donnernd,a,0.09300000000000001,-0.313,-0.21899999999999997
2386,donnerschlag,n,0.0,-0.125,-0.125
2387,donnerwetter,n,0.0,-0.125,-0.125
2388,doodad,n,0.125,-0.125,0.0
2389,doodly-squat,n,0.125,-0.125,0.0
2390,doof,n,0.031,-0.281,-0.25
2391,doof-off,n,0.125,-0.125,0.0
2392,doofsicher,v,0.0,-0.25,-0.25
2393,doohickey,n,0.125,-0.125,0.0
2394,doojigger,n,0.125,-0.125,0.0
2395,doppeldecker fliegender fisch,n,0.0,-0.25,-0.25
2396,doppelhandel,n,0.0,-0.5,-0.5
2397,doppelholländer,n,0.0,-0.312,-0.312
2398,doppelkinn,a,0.0,-0.375,-0.375
2399,doppelmoral,n,0.25,-0.75,-0.5
2400,doppelseitig,a,0.0,-0.312,-0.312
2401,doppelt,a,0.021,-0.366,-0.345
2402,dorn,n,0.062,-0.188,-0.125
2403,dornbusch,n,0.0,-0.125,-0.125
2404,dornenkrone,n,0.0,-0.75,-0.75
2405,dornenspitze,a,0.0,-0.625,-0.625
2406,dornig,a,0.0,-0.5,-0.5
2407,dornigkeit,n,0.43799999999999994,-0.43799999999999994,0.0
2408,dosiert,a,0.125,-0.0,0.125
2409,dosis,n,0.125,-0.0,0.125
2410,dotiert,a,0.062,-0.125,-0.062
2411,dottily,r,0.125,-0.125,0.0
2412,drachen,v,0.0,-0.32799999999999996,-0.32799999999999996
2413,draht,n,0.0,-0.5,-0.5
2414,drahtesel,n,0.0,-0.25,-0.25
2415,drahtig,a,0.25,-0.25,0.0
2416,dramakritiker,n,0.125,-0.0,0.125
2417,dramatisch,a,0.0,-0.125,-0.125
2418,dramatisierung,n,0.0,-0.125,-0.125
2419,drang,v,0.125,-0.188,-0.062
2420,drangsal,n,0.0,-0.25,-0.25
2421,drapieren,v,0.062,-0.062,0.0
2422,drapiert,a,0.0,-0.125,-0.125
2423,drastisch,r,0.0,-0.375,-0.375
2424,draufgänger,n,0.125,-0.406,-0.281
2425,draußen,a,0.062,-0.062,0.0
2426,dreck,v,0.0,-0.562,-0.562
2427,dreckig,a,0.0,-0.688,-0.688
2428,dreckige wäsche,n,0.0,-0.125,-0.125
2429,drehgestell,n,0.444,-0.556,-0.11199999999999999
2430,dreist,r,0.0,-0.5,-0.5
2431,dreistigkeit,n,0.062,-0.562,-0.5
2432,dreschen,v,0.0,-0.125,-0.125
2433,dreschflegel,v,0.0,-0.125,-0.125
2434,drift,v,0.062,-0.156,-0.094
2435,dringend,r,0.125,-0.125,0.0
2436,dringlichkeit,n,0.375,-0.375,0.0
2437,dritter brief von john,n,0.125,-0.125,0.0
2438,drittklassig,a,0.125,-0.5,-0.375
2439,droge des missbrauchs,n,0.25,-0.25,0.0
2440,drogencocktail,n,0.0,-0.125,-0.125
2441,drogenfrei,a,0.0,-0.5,-0.5
2442,drogenmissbrauch,n,0.0,-0.375,-0.375
2443,drohen,v,0.0,-0.375,-0.375
2444,drohend,r,0.0,-0.375,-0.375
2445,drohne,n,0.0,-0.188,-0.188
2446,dröhnen,n,0.0,-0.21899999999999997,-0.21899999999999997
2447,drollig,a,0.75,-0.0,0.75
2448,drüber wischen,v,0.375,-0.375,0.0
2449,druck,n,0.188,-0.188,0.0
2450,drücken,v,0.025,-0.1,-0.075
2451,drückend,r,0.0,-0.25,-0.25
2452,druckfehler,v,0.0,-0.25,-0.25
2453,druckfest,a,0.0,-0.125,-0.125
2454,drunter und drüber,a,0.0,-0.562,-0.562
2455,drüsenfieber,n,0.0,-0.75,-0.75
2456,drüsenkarzinom,n,0.0,-0.125,-0.125
2457,drüsenkrebs,n,0.0,-0.125,-0.125
2458,drüsenpest,n,0.0,-0.75,-0.75
2459,dschungelfieber,n,0.0,-0.125,-0.125
2460,duft,v,0.25,-0.20800000000000002,0.042
2461,duftend,a,0.542,-0.16699999999999998,0.375
2462,duldung,n,0.0,-0.375,-0.375
2463,dumbstricken,a,0.125,-0.125,0.0
2464,dumm,r,0.0,-0.385,-0.385
2465,dummheit,n,0.172,-0.515,-0.34299999999999997
2466,dummkopf,n,0.0,-0.292,-0.292
2467,dümmste,a,0.0,-0.375,-0.575
2468,dümmsten,a,0.0,-0.43799999999999994,-0.638
2469,dumpf,r,0.0,-0.375,-0.375
2470,dumpfheit,n,0.175,-0.25,-0.075
2471,dunce,n,0.0,-0.375,-0.375
2472,dunkel,a,0.027999999999999997,-0.272,-0.244
2473,dunkelheit,n,0.09699999999999999,-0.24,-0.14300000000000002
2474,dunkelsten,a,0.11199999999999999,-0.4,-0.488
2475,dunkle materie,n,0.0,-0.25,-0.25
2476,dünn,a,0.13699999999999998,-0.11900000000000001,0.018000000000000002
2477,dünnhäutig,a,0.125,-0.25,-0.125
2478,dünnheit,n,0.0,-0.43799999999999994,-0.43799999999999994
2479,dünnsten,a,0.218,-0.111,0.10800000000000001
2480,duns scotus,n,0.125,-0.125,0.0
2481,dunst,v,0.16699999999999998,-0.25,-0.083
2482,dunstig,a,0.062,-0.625,-0.562
2483,duplikat,v,0.1,-0.05,0.05
2484,duplizität,n,0.0,-0.375,-0.375
2485,durch,r,0.125,-0.188,-0.062
2486,durch mit,a,0.0,-0.625,-0.625
2487,durcharbeiten,v,0.125,-0.0,0.125
2488,durchbrechen,v,0.0,-0.125,-0.125
2489,durchbrennen,v,0.0,-0.125,-0.125
2490,durchbruch,n,0.375,-0.0,0.375
2491,durchdringen,v,0.125,-0.0,0.125
2492,durchdringend,r,0.11199999999999999,-0.188,-0.075
2493,durchdringung,n,0.0,-0.375,-0.375
2494,durcheinander,a,0.095,-0.292,-0.196
2495,durcheinander gebracht,a,0.0,-0.625,-0.625
2496,durchfallen,v,0.0,-0.125,-0.125
2497,durchführbarkeit,n,0.375,-0.25,0.125
2498,durchgehen,v,0.125,-0.0,0.125
2499,durchgeknallt,a,0.0,-0.375,-0.375
2500,durchgeschnitten,v,0.0,-0.75,-0.75
2501,durchgreifen,n,0.125,-0.125,0.0
2502,durchhalten,v,0.125,-0.0,0.125
2503,durchhaltevermögen,n,0.25,-0.125,0.125
2504,durchhängen,v,0.062,-0.25,-0.188
2505,durchhungern,v,0.0,-0.125,-0.125
2506,durchkommen,v,0.16699999999999998,-0.083,0.083
2507,durchlässigkeit,n,0.0,-0.125,-0.125
2508,durchlaufen,v,0.125,-0.0,0.125
2509,durchnässt,a,0.0,-0.375,-0.375
2510,durchscheinend,a,0.25,-0.0,0.25
2511,durchschnitt aus,v,0.0,-0.5,-0.5
2512,durchschnittlich,a,0.125,-0.4,-0.275
2513,durchschnittlichkeit,n,0.0,-0.25,-0.25
2514,durchsetzen,v,0.125,0.0,0.125
2515,durchsetzungs-training,n,0.125,-0.125,0.0
2516,durchsetzungsfähig,r,0.43799999999999994,-0.125,0.312
2517,durchsetzungsvermögen,n,0.125,-0.0,0.125
2518,durchsuche,v,0.0,-0.5,-0.5
2519,dürftig,a,0.0,-0.45799999999999996,-0.45799999999999996
2520,dürftigkeit,n,0.25,-0.625,-0.375
2521,dürr,a,0.25,-0.43799999999999994,-0.188
2522,dürre,n,0.0,-0.5,-0.5
2523,dürrheit,n,0.0,-0.125,-0.125
2524,durst,v,0.0,-0.125,-0.125
2525,durstig,a,0.153,-0.41700000000000004,-0.264
2526,düster,a,0.0,-0.31,-0.31
2527,düsterkeit,n,0.222,-0.389,-0.16699999999999998
2528,düsternis,n,0.062,-0.375,-0.312
2529,düsterste,a,0.0,-0.542,-0.742
2530,dynamik,n,0.375,-0.0,0.375
2531,dynamisch,a,0.354,-0.125,0.22899999999999998
2532,dysaphie,n,0.0,-0.25,-0.25
2533,dysarthrie,n,0.0,-0.5,-0.5
2534,dysgen,a,0.0,-0.25,-0.25
2535,dysgenese,n,0.0,-0.125,-0.125
2536,dysgenika,n,0.0,-0.25,-0.25
2537,dyslexie,n,0.0,-0.25,-0.25
2538,dysomie,n,0.0,-0.375,-0.375
2539,dysosmie,n,0.0,-0.375,-0.375
2540,dyspeptisch,a,0.0,-0.625,-0.625
2541,dysphasie,n,0.0,-0.375,-0.375
2542,dysphemie,n,0.0,-0.5,-0.5
2543,dysphonie,n,0.0,-0.375,-0.375
2544,dystopie,n,0.0,-0.43799999999999994,-0.43799999999999994
2545,dystopisch,a,0.062,-0.562,-0.5
2546,dystrophie,n,0.062,-0.625,-0.562
2547,e-mail-betrug,n,0.0,-0.25,-0.25
2548,ebbe,n,0.0,-0.25,-0.25
2549,eben,a,0.068,-0.312,-0.244
2550,ebenheit,n,0.20800000000000002,-0.276,-0.068
2551,ebola,n,0.0,-0.125,-0.125
2552,ebola-fieber,n,0.0,-0.125,-0.125
2553,eccyesis,n,0.0,-0.125,-0.125
2554,echolos,a,0.125,-0.125,0.0
2555,echt,a,0.2,-0.175,0.025
2556,echte sache,n,0.25,-0.25,0.0
2557,echter mccoy,n,0.25,-0.25,0.0
2558,echtes zeug,n,0.25,-0.25,0.0
2559,echtheit,n,0.271,-0.146,0.125
2560,edel,a,0.281,-0.094,0.188
2561,edelmut,n,0.562,-0.188,0.375
2562,edelste,a,0.375,-0.0,0.575
2563,effektiv,r,0.43799999999999994,-0.0,0.43799999999999994
2564,effizient,r,0.344,-0.094,0.25
2565,effizienz,n,0.125,-0.0,0.125
2566,effleurage,n,0.0,-0.125,-0.125
2567,effluvium,n,0.0,-0.5,-0.5
2568,egal sein,v,0.125,-0.375,-0.25
2569,egalität,n,0.125,-0.25,-0.125
2570,egoismus,n,0.43799999999999994,-0.43799999999999994,0.0
2571,egoistisch,a,0.083,-0.5,-0.41700000000000004
2572,egomanie,n,0.25,-0.25,0.0
2573,egozentrisch,a,0.125,-0.375,-0.25
2574,ehebrecher,n,0.0,-0.5,-0.5
2575,ehebrecherin,n,0.0,-0.125,-0.125
2576,ehebrecherisch,r,0.031,-0.562,-0.532
2577,ehebruch,a,0.0,-0.25,-0.25
2578,ehemalige,a,0.0,-0.188,-0.188
2579,ehre,n,0.425,0.0,0.425
2580,ehrenamtlich,a,0.25,-0.0,0.25
2581,ehrenhaft,n,0.5,-0.062,0.43799999999999994
2582,ehrenhaftigkeit,n,0.875,0.0,0.875
2583,ehrenvoll,r,0.25,0.0,0.25
2584,ehrenwert,a,0.7340000000000001,-0.09300000000000001,0.6409999999999999
2585,ehrerbietig,r,0.5,-0.062,0.43799999999999994
2586,ehrerbietung,n,0.20800000000000002,-0.083,0.125
2587,ehrfurcht,n,0.125,-0.0,0.125
2588,ehrfurchtgebietend,r,0.25,-0.5,-0.25
2589,ehrfürchtig,a,0.45,-0.2,0.25
2590,ehrgeiz,n,0.25,-0.0,0.25
2591,ehrgeizig,a,0.406,-0.094,0.312
2592,ehrlich,r,0.377,-0.096,0.281
2593,ehrlichkeit,n,0.5,-0.375,0.125
2594,ehrwürdig,n,0.43799999999999994,0.0,0.43799999999999994
2595,ehrwürdigkeit,n,0.625,0.0,0.625
2596,eifer,n,0.276,-0.16699999999999998,0.109
2597,eiferer,v,0.375,-0.5,-0.125
2598,eifersucht,n,0.312,-0.312,0.0
2599,eifersüchtig,r,0.125,-0.281,-0.156
2600,eifrig,r,0.5,-0.0,0.5
2601,eifrig,r,0.413,-0.075,0.33799999999999997
2602,eigenartig,a,0.125,-0.375,-0.25
2603,eigengewicht,n,0.0,-0.188,-0.188
2604,eigennutz,n,0.0,-0.5,-0.5
2605,eigensinnig,a,0.0,-0.375,-0.375
2606,eigenständig,a,0.375,-0.0,0.375
2607,eigenwillig,a,0.0,-0.5,-0.5
2608,eignung,n,0.43799999999999994,-0.031,0.406
2609,eile,n,0.094,-0.266,-0.172
2610,eileiterschwangerschaft,n,0.0,-0.25,-0.25
2611,eilen,v,0.09300000000000001,-0.083,0.01
2612,eilig,r,0.062,-0.188,-0.125
2613,ein kritischer,a,0.375,-0.625,-0.25
2614,ein nickerchen machen,v,0.0,-0.375,-0.375
2615,ein teil,r,0.25,-0.25,0.0
2616,ein weiterer,a,0.0,-0.125,-0.125
2617,einbeziehen,v,0.188,-0.125,0.062
2618,einbildung,n,0.094,-0.265,-0.171
2619,einblick,n,0.20800000000000002,-0.083,0.125
2620,einbrechen,v,0.031,-0.375,-0.344
2621,einbrecher,a,0.125,-0.125,0.0
2622,einbruch,v,0.094,-0.344,-0.25
2623,einbruchsicher,a,0.5,-0.0,0.5
2624,einbürgerung,n,0.625,0.0,0.625
2625,einbüßen,n,0.16699999999999998,-0.16699999999999998,0.0
2626,eindeutig,a,0.125,-0.0,0.125
2627,eindeutigkeit,n,0.292,0.0,0.292
2628,eindimensional,a,0.0,-0.125,-0.125
2629,eindringen,v,0.0,-0.156,-0.156
2630,eindringling,n,0.0,-0.375,-0.375
2631,eindruck,n,0.0,-0.25,-0.25
2632,eindrucksvoll,r,0.812,-0.062,0.75
2633,eine niete ziehen,v,0.0,-0.75,-0.75
2634,eine sicherung durchbrennen,v,0.0,-0.25,-0.25
2635,eine solche,n,0.0,-0.375,-0.375
2636,einen streich spielen,v,0.0,-0.625,-0.625
2637,einen witz spielen,v,0.188,-0.312,-0.125
2638,einfache fraktur,n,0.0,-0.5,-0.5
2639,einfacher,v,0.188,-0.125,0.062
2640,einfacher satz,n,0.0,-0.5,-0.5
2641,einfaches blatt,n,0.0,-0.5,-0.5
2642,einfachheit,n,0.312,-0.344,-0.031
2643,einfachsten,a,0.327,-0.20199999999999999,0.325
2644,einfahren,v,0.0,-0.625,-0.625
2645,einfallen,v,0.0,-0.5,-0.5
2646,einfallslos,r,0.188,-0.521,-0.33299999999999996
2647,einfallsreich,r,0.375,-0.062,0.312
2648,einfallsreicher vergleich,n,0.25,-0.25,0.0
2649,einfallsreichtum,n,0.187,-0.354,-0.16699999999999998
2650,einfältig,a,0.312,-0.312,0.0
2651,einflößen,v,0.25,-0.125,0.125
2652,einflussreich,a,0.125,-0.0,0.125
2653,einfluten,v,0.125,-0.0,0.125
2654,einfrieren,v,0.062,-0.062,0.0
2655,einfühlen,v,0.125,0.0,0.125
2656,einfühlsam,a,0.375,0.0,0.375
2657,einführung,n,0.25,-0.0,0.25
2658,eingängig,a,0.312,-0.188,0.125
2659,eingearbeitet,a,0.0,-0.5,-0.5
2660,eingebettet,a,0.125,-0.0,0.125
2661,eingebildet,a,0.042,-0.667,-0.625
2662,eingebürgert,a,0.125,-0.0,0.125
2663,eingehüllt,a,0.25,-0.125,0.125
2664,eingeklemmt,a,0.0,-0.125,-0.125
2665,eingelegt,a,0.0,-0.125,-0.125
2666,eingelöst,a,0.375,-0.375,0.0
2667,eingepackt,a,0.125,-0.0,0.125
